Anno,ISTAT_COD,PROVINCIA,COMUNE,ISTAT_RER,ISTAT_PROV,ISTAT_COM,LATITUDE,LONGITUDE,Abitanti,PP,CS,altro,C,E,CdR,R.S.A.,Macro,Rifiuto1,Rifiuto2,CER,TOTALE(Kg)
2015,8040050,FC,Verghereto,8,40,50,43.80411,12.05591,1907,0,0,0,,,13,0,Raccolta Differenziata a smaltimento,"Oli, filtri e grassi minerali a smaltimento",FILTRI DELL'OLIO a smaltimento,160107,13
2015,8040050,FC,Verghereto,8,40,50,43.80411,12.05591,1907,0,0,0,,,25,0,Raccolta Differenziata a recupero,Pile e batterie a recupero,PILE,200133,25
2015,8040050,FC,Verghereto,8,40,50,43.80411,12.05591,1907,0,0,0,,,0,170,Raccolta Differenziata a recupero,Carta e cartone,"CARTA e CARTONE (RSA art.238,c.10,DLgs152/06)",200101,170
2015,8040050,FC,Verghereto,8,40,50,43.80411,12.05591,1907,0,0,0,,,2873,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE (grandi elettrodomestici),200136,2873
2015,8040050,FC,Verghereto,8,40,50,43.80411,12.05591,1907,0,0,0,,,962,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE (piccoli elettrodomestici),200136,962
2015,8040050,FC,Verghereto,8,40,50,43.80411,12.05591,1907,0,0,0,,,116,0,Raccolta Differenziata a recupero,Imballaggi contenenti residui di sostanze pericolose o contaminati,Contenitori fitofarmaci bonificati a recupero,150106,116
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,864116,0,,,0,0,Rifiuti non differenziati,Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,864116
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,224,0,Raccolta Differenziata a smaltimento,Rifiuti tossici e/o infiammabili a smaltimento,Vernici contenenti sostanze pericolose a smaltimento,200127,224
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,97310,0,,,0,0,Raccolta Differenziata a recupero,Carta e cartone,CARTA e CARTONE,200101,97310
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,17002,0,Raccolta Differenziata a recupero,Legno,LEGNO,200138,17002
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,82,0,Raccolta Differenziata a recupero,"Oli, filtri e grassi minerali",OLI MINERALI,200126,82
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,24,0,Raccolta Differenziata a recupero,Pile e batterie a recupero,PILE e BATTERIE,200134,24
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,946,0,Raccolta Differenziata a recupero,Pneumatici fuori uso a recupero,PNEUMATICI,160103,946
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,2009,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE (piccoli e grandi elettrodomestici),200136,2009
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,2438,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE con sostanze pericolose,200135,2438
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,2374,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE con CFC,200123,2374
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,53,0,Raccolta Differenziata a recupero,Raee a recupero,Tubi fluorescenti,200121,53
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,90520,0,,,0,0,Raccolta Differenziata a recupero,Vetro,VETRO Imballaggi,150107,90520
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,15348,0,Raccolta Differenziata a recupero,Ingombranti a recupero,INGOMBRANTI,200307,15348
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,195,0,Raccolta Differenziata a recupero,Pile e batterie a recupero,PILE e BATTERIE al piombo,160601,195
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,4720,0,Raccolta Differenziata a recupero,Inerti da costruzione e demolizione a recupero,INERTI di origine domestica,170904,4720
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,39,0,Raccolta Differenziata a recupero,Farmaci e medicinali a recupero,FARMACI,200132,39
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,0,0,,,2789,0,Raccolta Differenziata a recupero,Metalli misti,METALLI misti,200140,2789
2015,8099024,RN,Pennabilli,8,99,24,43.80628,12.27323,2869,0,61740,0,,,0,0,Raccolta Differenziata a recupero,multimateriale,multimateriale Plastica+Alluminio+Ferro,150106,61740
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,319380,52080,,,0,0,Rifiuti non differenziati,Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,371460
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,15,0,Raccolta Differenziata a smaltimento,Imballaggi contenenti residui di sostanze pericolose o contaminati,Imballaggi con sostanze pericolose a smaltimento,150110,15
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,133,,,1317,0,Raccolta Differenziata a recupero,Metalli ferrosi,METALLI FERROSI,200140,1450
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,7,0,Raccolta Differenziata a smaltimento,Rifiuti tossici e/o infiammabili a smaltimento,Vernici contenenti sostanze pericolose a smaltimento,200127,7
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,2,0,Raccolta Differenziata a smaltimento,Rifiuti tossici e/o infiammabili a smaltimento,Pesticidi a smaltimento,200119,2
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,53520,0,,,149,0,Raccolta Differenziata a recupero,Carta e cartone,CARTA e CARTONE,200101,53669
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,324,,,3,0,Raccolta Differenziata a smaltimento,Farmaci e medicinali a smaltimento,FARMACI a smaltimento,200132,327
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,1038,,,7430,0,Raccolta Differenziata a recupero,Legno,LEGNO,200138,8468
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,328,0,Raccolta Differenziata a recupero,Oli e grassi vegetali,OLI VEGETALI,200125,328
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,32,0,Raccolta Differenziata a recupero,"Oli, filtri e grassi minerali",OLI MINERALI,200126,32
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,407,0,Raccolta Differenziata a recupero,Pile e batterie a recupero,BATTERIE,200133,407
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,42,,,2953,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE con sostanze pericolose,200135,2995
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,556,,,1046,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE con CFC,200123,1602
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,30,0,Raccolta Differenziata a recupero,Raee a recupero,Tubi fluorescenti,200121,30
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,49001,2579,,,151,0,Raccolta Differenziata a recupero,Vetro,VETRO Imballaggi,150107,51731
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,53881,,,425,0,Raccolta Differenziata a recupero,Verde,VERDE di giardini e parchi,200201,54306
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,48,0,Raccolta Differenziata a recupero,Stracci e indumenti smessi,ABBIGLIAMENTO,200110,48
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,7186,,,7660,0,Raccolta Differenziata a recupero,Ingombranti a recupero,INGOMBRANTI,200307,14846
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,8451,0,Raccolta Differenziata a recupero,Inerti da costruzione e demolizione a recupero,INERTI di origine domestica,170107,8451
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,68,,,0,0,Raccolta Differenziata a smaltimento,Materiali isolanti e materiali da costruzione contenenti amianto,Inerti di origine domestica contenenti amianto a smaltimento,170605,68
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,20,,,11,0,Raccolta Differenziata a recupero,Cartucce e toner a recupero,CARTUCCE e TONER,160216,31
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,240,,,0,0,Rifiuti non differenziati,Cimiteriali,Rifiuti Cimiteriali (bacino HERA),200301,240
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,10,0,Raccolta Differenziata a smaltimento,Rifiuti tossici e/o infiammabili a smaltimento,Estintori a smaltimento,160504,10
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,2,0,Raccolta Differenziata a smaltimento,Rifiuti tossici e/o infiammabili a smaltimento,Detergenti a smaltimento,200129,2
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,3,0,Raccolta Differenziata a smaltimento,"Oli, filtri e grassi minerali a smaltimento",FILTRI DELL'OLIO a smaltimento,160107,3
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,0,23880,Raccolta Differenziata a recupero,multimateriale,"multimateriale (RSA art.238,c.10,DLgs152/06)",150106,23880
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,32,0,Raccolta Differenziata a recupero,Pile e batterie a recupero,PILE,200133,32
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,49920,0,,,42,0,Raccolta Differenziata a recupero,multimateriale,multimateriale Plastica+Alluminio+Ferro,150102,49962
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,1902,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE (grandi elettrodomestici),200136,1902
2015,8099006,RN,Mondaino,8,99,6,43.84441,12.65187,1394,0,0,0,,,1375,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE (piccoli elettrodomestici),200136,1375
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,702658,0,,,0,0,Rifiuti non differenziati,Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,702658
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,180,0,Raccolta Differenziata a smaltimento,Rifiuti tossici e/o infiammabili a smaltimento,Vernici contenenti sostanze pericolose a smaltimento,200127,180
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,60900,0,,,0,0,Raccolta Differenziata a recupero,Carta e cartone,CARTA e CARTONE,200101,60900
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,8504,0,Raccolta Differenziata a recupero,Legno,LEGNO,200138,8504
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,82,0,Raccolta Differenziata a recupero,"Oli, filtri e grassi minerali",OLI MINERALI,200126,82
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,16,0,Raccolta Differenziata a recupero,Pile e batterie a recupero,PILE e BATTERIE,200134,16
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,600,0,Raccolta Differenziata a recupero,Pneumatici fuori uso a recupero,PNEUMATICI,160103,600
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,804,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE (piccoli e grandi elettrodomestici),200136,804
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,976,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE con sostanze pericolose,200135,976
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,952,0,Raccolta Differenziata a recupero,Raee a recupero,RAEE con CFC,200123,952
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,21,0,Raccolta Differenziata a recupero,Raee a recupero,Tubi fluorescenti,200121,21
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,62820,0,,,0,0,Raccolta Differenziata a recupero,Vetro,VETRO Imballaggi,150107,62820
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,8444,0,Raccolta Differenziata a recupero,Ingombranti a recupero,INGOMBRANTI,200307,8444
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,98,0,Raccolta Differenziata a recupero,Pile e batterie a recupero,PILE e BATTERIE al piombo,160601,98
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,4724,0,Raccolta Differenziata a recupero,Inerti da costruzione e demolizione a recupero,INERTI di origine domestica,170904,4724
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,500,,,0,0,Rifiuti non differenziati,Cimiteriali,Rifiuti Cimiteriali (bacino HERA),200301,500
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,38383,Raccolta Differenziata a recupero,Plastica,"Scarti industriali â€“ plastici (RSA art.238,c.10,DLgs152/06)",120105,38383
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,1440,Raccolta Differenziata a recupero,altre raccolte selettive a recupero,"Scarti industriali (RSA art.238,c.10,DLgs152/06)",120117,1440
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,27,0,Raccolta Differenziata a recupero,Farmaci e medicinali a recupero,FARMACI,200132,27
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,178910,Raccolta Differenziata a recupero,Metalli ferrosi,"Scarti industriali - ferrosi (RSA art.238,c.10,DLgs152/06)",120102,178910
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,6388,0,Raccolta Differenziata a recupero,Metalli misti,METALLI misti,200140,6388
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,149690,Raccolta Differenziata a recupero,Carta e cartone,"CARTA e CARTONE Imballaggi (RSA art.238,c.10,DLgs152/06)",150101,149690
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,38810,Raccolta Differenziata a recupero,Legno,"LEGNO Imballaggi (RSA art.238,c.10,DLgs152/06)",150103,38810
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,35368,Raccolta Differenziata a recupero,multimateriale,"multimateriale (RSA art.238,c.10,DLgs152/06)",150106,35368
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,41480,Raccolta Differenziata a recupero,Plastica,"PLASTICA Imballaggi (RSA art.238,c.10,DLgs152/06)",150102,41480
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,42250,0,,,0,0,Raccolta Differenziata a recupero,multimateriale,multimateriale Plastica+Alluminio+Ferro,150106,42250
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,5,Raccolta Differenziata a recupero,Metalli ferrosi,"Scarti industriali - ferrosi (RSA art.238,c.10,DLgs152/06)",120101,5
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,11570,Raccolta Differenziata a recupero,Metalli non ferrosi,"Scarti industriali â€“ metalli non ferrosi (RSA art.238,c.10,DLgs152/06)",120103,11570
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,17992,Raccolta Differenziata a recupero,Metalli non ferrosi,"Scarti industriali â€“ metalli non ferrosi (RSA art.238,c.10,DLgs152/06)",120104,17992
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,17490,Raccolta Differenziata a recupero,Pneumatici fuori uso a recupero,"PNEUMATICI (RSA art.238,c.10,DLgs152/06)",160103,17490
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,3940,Raccolta Differenziata a recupero,Plastica,"Scarti industriali â€“ plastici (RSA art.238,c.10,DLgs152/06)",70213,3940
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,2540,Raccolta Differenziata a recupero,Metalli ferrosi,"Metalli Ferrosi da C&D (RSA art.238,c.10,DLgs152/06)",170405,2540
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,1340,Raccolta Differenziata a recupero,Metalli ferrosi,"Metalli Ferrosi da VFU (RSA art.238,c.10,DLgs152/06)",160117,1340
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,371,Raccolta Differenziata a recupero,Raee a recupero,"RAEE componenti vari, esclusi toner (RSA art.238,c.10,DLgs152/06)",160214,371
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,544,Raccolta Differenziata a recupero,Cartucce e toner a recupero,"CARTUCCE e TONER (RSA art.238,c.10,DLgs152/06)",160216,544
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,150,Raccolta Differenziata a recupero,Oli e grassi vegetali,"OLI VEGETALI (RSA art.238,c.10,DLgs152/06)",200125,150
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,13510,Raccolta Differenziata a recupero,altre raccolte selettive a recupero,"Scarti industriali (RSA art.238,c.10,DLgs152/06)",70299,13510
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,5,Raccolta Differenziata a recupero,altre raccolte selettive a recupero,"Scarti industriali (RSA art.238,c.10,DLgs152/06)",80316,5
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,2000,Raccolta Differenziata a recupero,"Oli, filtri e grassi minerali","Oli minerali (RSA art.238,c.10,DLgs152/06)",130205,2000
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,15986,Raccolta Differenziata a recupero,Pile e batterie a recupero,"Batterie (RSA art.238,c.10,DLgs152/06)",160601,15986
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,855,Raccolta Differenziata a recupero,"Oli, filtri e grassi minerali","Oli minerali (RSA art.238,c.10,DLgs152/06)",130110,855
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,2720,Raccolta Differenziata a recupero,"Oli, filtri e grassi minerali","Oli minerali (RSA art.238,c.10,DLgs152/06)",130208,2720
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,477,Raccolta Differenziata a recupero,altre raccolte selettive a recupero,"Scarti industriali â€“ solventi (RSA art.238,c.10,DLgs152/06)",140601,477
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,64,Raccolta Differenziata a recupero,Imballaggi contenenti residui di sostanze pericolose o contaminati,"Imballaggi contaminati (RSA art.238,c.10,DLgs152/06)",150111,64
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,257,Raccolta Differenziata a recupero,"Oli, filtri e grassi minerali","Filtri olio (RSA art.238,c.10,DLgs15/06)",160107,257
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,375,Raccolta Differenziata a recupero,altre raccolte selettive a recupero,"Scarti industriali â€“ liquidi VFU (RSA art.238,c.10,DLgs152/06)",160113,375
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,412,Raccolta Differenziata a recupero,altre raccolte selettive a recupero,"Scarti industriali â€“ antigelo (VFU RSA art.238,c.10,DLgs152/06)",160114,412
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,265,Raccolta Differenziata a recupero,Raee a recupero,"RAEE componenti vari pericolosi, esclusi toner (RSA art.238,c.10,DLgs152/06)",160213,265
2015,8099026,RN,Sant'Agata Feltria,8,99,26,43.85926,12.19736,2157,0,0,0,,,0,45,Raccolta Differenziata a recupero,Pile e batterie a recupero,"Pile (RSA art.238,c.10,DLgs152/06)",160604,45
2015,8040001,FC,Bagno di Romagna,8,40,1,43.86598,11.94535,6026,0,2426780,0,,,0,0,Rifiuti non differenziati,Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,2426780
2015,8040001,FC,Bagno di Romagna,8,40,1,43.86598,11.94535,6026,0,0,58550,,,0,0,Rifiuti non differenziati,Spazzamento strade,Spazzamento strade,200303,58550
2015,8040001,FC,Bagno di Romagna,8,40,1,43.86598,11.94535,6026,0,0,0,,,7,0,Raccolta Differenziata a smaltimento,Imballaggi contenenti residui di sostanze pericolose o contaminati,Imballaggi con sostanze pericolose a smaltimento,150110,7
2015,8040001,FC,Bagno di Romagna,8,40,1,43.86598,11.94535,6026,0,0,0,,,1032,0,Raccolta Differenziata a recupero,Metalli ferrosi,METALLI FERROSI,200140,1032
2015,8040001,FC,Bagno di Romagna,8,40,1,43.86598,11.94535,6026,0,0,0,,,3,0,Raccolta Differenziata a smaltimento,Rifiuti tossici e/o infiammabili a smaltimento,Vernici contenenti sostanze pericolose a smaltimento,200127,3
2015,8040001,FC,Bagno di Romagna,8,40,1,43.86598,11.94535,6026,0,0,27030,,,3899,0,Raccolta Differenziata a smaltimento,Ingombranti a smaltimento,INGOMBRANTI a smaltimento,200307,30929
